incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"A group of armed CPI-Maoist cadres opened fire on a team of C-60 commandos patrolling in Nurgunda jungle near Bhamragarh-Kothi road in Gadchiroli District. Though none of the SF personnel was injured in the encounter, Police suspect that at least a couple of Maoists are injured. The Police recovered some arms and ammunition from the site.",2,1205311302,Maharashtra,Gadchiroli,Bhamaragad,NA,Nurgunda forest,Aheri,19.4148,80.5897,2013,2013-05-31T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A group of around 20 cadres of the CPI-Maoist killed Bhagaban Naik (40) a gramrakhi of Girliput village under Boipariguda Police Station in Koraput District of Odisha, two days after the Maoists had abducted him from his village. The Macchkund dalam of the CPI-Maoist, which claimed responsibility for the offensive, said in a letter left at the crime spot the gramrakhi was slain for acting as a Police informer.",2,1410161202,Odisha,Koraput,Boipariguda,Girliput,NA,Kotpad (st),18.9812,82.9542,2012,2012-10-18T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Civilians,No Target,Police Informer,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"A group of around 20 cadres of the CPI-Maoist killed Bhagaban Naik (40) a gramrakhi of Girliput village under Boipariguda Police Station in Koraput District of Odisha, two days after the Maoists had abducted him from his village. The Macchkund dalam of the CPI-Maoist, which claimed responsibility for the offensive, said in a letter left at the crime spot the gramrakhi was slain for acting as a Police informer.",2,1410181201,Odisha,Koraput,Boipariguda,Girliput,NA,Kotpad (st),18.9812,82.9542,2012,2012-10-18T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Police Informer,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A group of irate tribals lynched three CPI-Maoist cadres, after the Maoists killed one of their fellow villagers, Gemmeli Sanjeeva Rao, at Veeravaram village in Chintapalli mandal of Visakhapatnam District of Andhra Pradesh. The dead Maoists were identified as 'district committee member' Sindri China Ranga Rao alias Sarat, Palasa Gangapati and Korra Nageswara Rao, both members of Maoist militia squad. A group of 30 to 40 Maoists came to Veeravaram village to kill Sanjeeva Rao, a former Maoist and his friend Satyanarayana alias Simhachalam. Maoists suspected them of being 'Police informers'. A group of 10 Maoists caught hold of Sanjeeva Rao and Simhachalam when they were returning to Boddalaveedhi and killed Rao incurring the wrath of the villagers. The villagers attacked the Maoists killing three of them on the spot.",2,110191401,Andhra Pradesh,Visakhapatnam,Chintapalli,Veeravaram,NA,Paderu,16.876472222222223,81.8291111111111,2014,2014-10-19T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A group of irate tribals lynched three CPI-Maoist cadres, after the Maoists killed one of their fellow villagers, Gemmeli Sanjeeva Rao, at Veeravaram village in Chintapalli mandal of Visakhapatnam District of Andhra Pradesh. The dead Maoists were identified as 'district committee member' Sindri China Ranga Rao alias Sarat, Palasa Gangapati and Korra Nageswara Rao, both members of Maoist militia squad. A group of 30 to 40 Maoists came to Veeravaram village to kill Sanjeeva Rao, a former Maoist and his friend Satyanarayana alias Simhachalam. Maoists suspected them of being 'Police informers'. A group of 10 Maoists caught hold of Sanjeeva Rao and Simhachalam when they were returning to Boddalaveedhi and killed Rao incurring the wrath of the villagers. The villagers attacked the Maoists killing three of them on the spot.",2,110191402,Andhra Pradesh,Visakhapatnam,Chintapalli,Veeravaram,NA,Paderu,16.876472222222223,81.8291111111111,2014,2014-10-19T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Former Maoist,Police Informer,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A hardcore CPI-Maoist 'commander', identified as Phool Singh, carrying reward of INR 500,000 on his head was killed while another was arrested following an encounter between Maoists and Police in forests under Ghanora Police Station limits in Kondagaon District. Singh was the 'commander' of Barda dalam of the CPI-Maoist. The arrested Maoist was identified as Rakesh, 'commander' of Antagarh dalam. SFs recovered body of the Maoist along with two hand grenades, Maoist literature, documents, diaries, medicines and commodities of daily use from the spot. State Government had declared reward of INR 500,000 on the head of killed Maoist Phool Singh and Rakesh also carried reward of INR 500,000 on his arrest. However, according to The Hindu, the reward Phool Singh carried was INR 1.5 million.",2,305011501,Chhattisgarh,Kondagaon,NA,NA,Ghanora Police Station,Keshkal,20.0919,81.5925,2015,2015-05-01T00:00:00Z,Security,Armed Assault,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A hardcore CPI-Maoist 'commander', identified as Phool Singh, carrying reward of INR 500,000 on his head was killed while another was arrested following an encounter between Maoists and Police in forests under Ghanora Police Station limits in Kondagaon District. Singh was the 'commander' of Barda dalam of the CPI-Maoist. The arrested Maoist was identified as Rakesh, 'commander' of Antagarh dalam. SFs recovered body of the Maoist along with two hand grenades, Maoist literature, documents, diaries, medicines and commodities of daily use from the spot. State Government had declared reward of INR 500,000 on the head of killed Maoist Phool Singh and Rakesh also carried reward of INR 500,000 on his arrest. However, according to The Hindu, the reward Phool Singh carried was INR 1.5 million.",2,305011502,Chhattisgarh,Kondagaon,NA,NA,Ghanora Police Station,Keshkal,20.0919,81.5925,2015,2015-05-01T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
"A hardcore CPI-Maoist, identified as Jairam, who is Divisional Committee Member of Naxal Committee active in Antagarh region was arrested after an encounter with the SFs near Ghasimunda village under Antagarh Police Station limits in Kanker District.",2,308131401,Chhattisgarh,Kanker,NA,Ghasimunda,Antagarh,Antagarh,20.073547,81.185493,2014,2014-08-13T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
"A hardcore CPI-Maoist, identified as Jairam, who is Divisional Committee Member of Naxal Committee active in Antagarh region was arrested after an encounter with the SFs near Ghasimunda village under Antagarh Police Station limits in Kanker District.",2,308131403,Chhattisgarh,Kanker,NA,Ghasimunda,Antagarh region,Antagarh,20.073547,81.185493,2014,2014-08-13T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A huge cache of arms, ammunition and electronic gadgets were recovered after a prolonged exchange of fire between security personnel and CPI-Maoist cadres at Bodra hills under Khadgaon Police Station limits of Rajnandgaon District.",2,305021401,Chhattisgarh,Rajnandgaon,NA,Khadgaon,Bodra hills,Antagarh,20.11177063,81.1758,2014,2014-05-02T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A huge cache of arms, ammunition and electronic gadgets were recovered after a prolonged exchange of fire between security personnel and CPI-Maoist cadres at Bodra hills under Khadgaon Police Station limits of Rajnandgaon District.",2,305021402,Chhattisgarh,Rajnandgaon,NA,Khadgaon,Bodra hills,Antagarh,20.11177063,81.1758,2014,2014-05-02T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A joint team of CRPF and Gariabandh District Police seized a huge cache of arms and ammunition after a brief gun battle with LWEs in the dense forest of Jaradni and Bodapal.,2,305181301,Chhattisgarh,Gariabandh,Gariabandh,NA,forest of Jaradni and Bodapal,Bindranawagarh,20.6348,82.0615,2013,2013-05-18T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A joint team of CRPF and Gariabandh District Police seized a huge cache of arms and ammunition after a brief gun battle with LWEs in the dense forest of Jaradni and Bodapal.,2,305181302,Chhattisgarh,Gariabandh,Gariabandh,NA,forest of Jaradni and Bodapal,Bindranawagarh,20.6348,82.0615,2013,2013-05-18T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A joint team of District Police and CRPF destroyed a CPI-Maoist hideout located in the dense forest of Mardakalan in Gariaband District of Chhattisgarh after an encounter and recovered arms and ammunition. CRPF claimed that at least three insurgents were grievously injured in the encounter.,2,308281201,Chhattisgarh,Gariaband,Gariaband,Mardakalan forest,NA,Bindranawagarh,20.6348,82.0615,2012,2012-08-28T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,3,0,0,0,3,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A joint team of District Police and CRPF destroyed a CPI-Maoist hideout located in the dense forest of Mardakalan in Gariaband District of Chhattisgarh after an encounter and recovered arms and ammunition. CRPF claimed that at least three insurgents were grievously injured in the encounter.,2,308281202,Chhattisgarh,Gariaband,NA,NA,Mardakalan,NA,NA,NA,2012,2012-08-28T00:00:00Z,Security,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Destroyed a CPI-Maoist hideout,0,0,0,0,0,0,0,0,0,0,0
"A joint team of Gaindatola and Chhuriya Police, during a combing operation recovered two powerful bombs from Chhuriya-Banjari road in the Rajnandgaon District. The bomb disposal squad of Police diffused the bomb and recovered two buckets, carrying 20 and 10 kilograms of explosives respectively, 21 gelatin rods and two metres-long wire.",2,307180702,Chhattisgarh,Rajnandgaon,NA,NA,Chhuriya Banjari road,Khujji,21.002,80.6289,2007,2007-07-18T00:00:00Z,Maoist,Bombing,None,None,No,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A joint team of Gaindatola and Chhuriya Police, during a combing operation recovered two powerful bombs from Chhuriya-Banjari road in the Rajnandgaon District. The bomb disposal squad of Police diffused the bomb and recovered two buckets, carrying 20 and 10 kilograms of explosives respectively, 21 gelatin rods and two metres-long wire.",2,307180703,Chhattisgarh,Rajnandgaon,NA,NA,Chhuriya Banjari road,Khujji,21.002,80.6289,2007,2007-07-18T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A landmine weighing 20-kilograms was recovered from under a culvert near Sarubeda village. It was apparently laid to blow up a Police vehicle in the Maoist-dominated Nawadih area of Bokaro District.,2,811250802,Jharkhand,Bokaro,Nawadih,NA,Nawadih,Dumri,23.85263888888889,86.04502777777778,2008,2008-11-25T00:00:00Z,Maoist,Bombing,None,None,No,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A landmine weighing 20-kilograms was recovered from under a culvert near Sarubeda village. It was apparently laid to blow up a Police vehicle in the Maoist-dominated Nawadih area of Bokaro District.,2,811260801,Jharkhand,East Singhbhum,Ghatshila,Digha,Serenda,Ghatshila,22.838527777777777,86.22933333333333,2008,2008-11-26T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,Yes,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,jeep set ablaze,0,0,0,0,0,0,0,0,0,0,0
"A member of the Central Committee of the CPI-Maoist, Cherukuri Rajkumar alias Azad, was killed in a gunfight with the Police near Jogapur in the Adilabad District, Police claimed. Another Maoist cadre, who is yet to be identified, was also killed. Police also recovered an AK-47, a 9mm pistol and two kit bags from the site of the encounter. Azad, who carried a head money of INR 1.2 million, was also the spokesperson of the CPI-Maoist. Hailing from Krishna District, he was associated with the Maoist movement for four decades.",2,107021001,Andhra Pradesh,Adilabad,Nennel,Jogapur,NA,Bellampalle,18.551916666666667,78.74941666666666,2010,2010-07-02T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A member of the Central Committee of the CPI-Maoist, Cherukuri Rajkumar alias Azad, was killed in a gunfight with the Police near Jogapur in the Adilabad District, Police claimed. Another Maoist cadre, who is yet to be identified, was also killed. Police also recovered an AK-47, a 9mm pistol and two kit bags from the site of the encounter. Azad, who carried a head money of INR 1.2 million, was also the spokesperson of the CPI-Maoist. Hailing from Krishna District, he was associated with the Maoist movement for four decades.",2,107021002,Andhra Pradesh,Adilabad,Nennel,Jogapur,NA,Bellampalle,18.551916666666667,78.74941666666666,2010,2010-07-02T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A member of the Galikonda local organising squad of the CPI-Maoist, identified as Korra Pandanna, was arrested while he along with three others were reportedly fixing landmines on a road near Lanka Pakala village in the G.K.Veedhi mandal (administration division) of Visakhapatnam District. However, the other three managed to escape.",2,107010702,Andhra Pradesh,Visakhapatnam,G.K. Veedhi,Lanka Pakala,NA,Rayadurg,17.907249999999998,82.17961111111111,2007,2007-07-01T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A member of the Galikonda local organising squad of the CPI-Maoist, identified as Korra Pandanna, was arrested while he along with three others were reportedly fixing landmines on a road near Lanka Pakala village in the G.K.Veedhi mandal (administration division) of Visakhapatnam District. However, the other three managed to escape.",2,107010703,Andhra Pradesh,Visakhapatnam,G.K. Veedhi,Lanka Pakala,NA,Rayadurg,17.907249999999998,82.17961111111111,2007,2007-07-01T00:00:00Z,Maoist,Bombing,Facility/Infrastructure Attack,None,No,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
A secret CPI-Maoist camp operating in forest under Raighar Police Station limits near Chhattisgarh border in Nabarangpur District of south Odisha was neutralised by Security Forces following an exchange of fire along with seizure of explosives and arms.,2,1403171402,Odisha,Nabarangpur,Raighar,NA,Raighar,Umarkote,19.8865,82.0728,2014,2014-03-17T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A secret CPI-Maoist camp operating in forest under Raighar Police Station limits near Chhattisgarh border in Nabarangpur District of south Odisha was neutralised by Security Forces following an exchange of fire along with seizure of explosives and arms.,2,1403171403,Odisha,Nabarangpur,Raighar,NA,Raighar,Umarkote,19.8865,82.0728,2014,2014-03-17T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A small portion of railway line was damaged when a landmine planted by the Maoists went off in Harichandanpur area of Keonjhar District. Since only a small portion of the track was damaged, train services on the route remained unaffected. A detonator and some wire were recovered from the spot.",2,1408211301,Odisha,Kendujhar,Harichadanpur,NA,Harichandanpur area,Telkoi,21.3378,85.791,2013,2013-08-21T00:00:00Z,Maoist,Bombing,None,None,Yes,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Small portion of railway line was damaged,0,0,0,0,0,0,0,0,0,0,0
"A small portion of railway line was damaged when a landmine planted by the Maoists went off in Harichandanpur area of Keonjhar District. Since only a small portion of the track was damaged, train services on the route remained unaffected. A detonator and some wire were recovered from the spot.",2,1408211302,Odisha,Kendujhar,Harichadanpur,NA,Harichandanpur area,Telkoi,21.3378,85.791,2013,2013-08-21T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A top CPI-Maoist cadre, Samjhawan Chero, carrying a cash reward of INR 112,000 on his head, has been arrested in Harriya under Robertsganj Police Station area in Sonebhadra District following an encounter in which three Policemen were also injured. The SFs arrested Samjhawan Chero after a two-hour-long encounter. Some other Maoists, Munna Vishkarma, Lalbrat Kol, Ajit Kol and Mangal Chero among others, managed to escape under the cover of darkness. One hand-grenade, one Government rifle, one DBBL gun, a country-made revolver, 146 empty cartridges and 50 live cartridges were recovered from the arrested Maoist.",2,1901231202,Uttar Pradesh,Sonebhadra,NA,NA,Harriya,Robertsganj,26.796361111111114,82.47186111111111,2012,2012-01-23T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,3,0,0,3,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A top CPI-Maoist cadre, Samjhawan Chero, carrying a cash reward of INR 112,000 on his head, has been arrested in Harriya under Robertsganj Police Station area in Sonebhadra District following an encounter in which three Policemen were also injured. The SFs arrested Samjhawan Chero after a two-hour-long encounter. Some other Maoists, Munna Vishkarma, Lalbrat Kol, Ajit Kol and Mangal Chero among others, managed to escape under the cover of darkness. One hand-grenade, one Government rifle, one DBBL gun, a country-made revolver, 146 empty cartridges and 50 live cartridges were recovered from the arrested Maoist.",2,1901231201,Uttar Pradesh,Sonebhadra,NA,NA,NA,Robertsganj,24.674507,83.053765,2012,2012-01-23T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A total of 11 cadres, including a 'zonal commander', of the PLFI were arrested following a gun battle in Gumla District of Jharkhand.",2,806171401,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2014,2014-06-17T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,11,1,10,0,0,0,0,0,0,0
"A total of 11 cadres, including a 'zonal commander', of the PLFI were arrested following a gun battle in Gumla District of Jharkhand.",2,806171402,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2014,2014-06-17T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A transit camp of Maoists was neutralised by SFs following a gun battle with insurgents in Kondagaon District, Police said. The SF personnel recovered a cache of materials used in making explosives.",2,307081502,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2015,2015-07-08T00:00:00Z,Security,Armed Assault,Facility/Infrastructure Attack,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,A Maoist Camp,0,0,0,0,0,0,0,0,0,0,0
"A transit camp of Maoists was neutralised by SFs following a gun battle with insurgents in Kondagaon District, Police said. The SF personnel recovered a cache of materials used in making explosives.",2,307081503,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2015,2015-07-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A villager was killed by CPI-Maoist cadres on the suspicion of being a 'Police informer' in Sukma District. Joga Kawashi (26) hailing from Kolabkota under Tongpal Police Station limits, was done to death at Maoists' ""Jan Adalat"" four days after he was abducted by a group of Maoists from his house on October 15.",2,310151602,Chhattisgarh,Sukma,NA,Kolabkota,Tongpal Police Station limits,Konta assembly constituency,17.945263,81.413078,2016,2016-10-19T00:00:00Z,Security,Hijacking/Kidnapping,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,1,0,0,0,0,0,0,0,0,0,0
"A villager was killed by CPI-Maoist cadres on the suspicion of being a 'Police informer' in Sukma District. Joga Kawashi (26) hailing from Kolabkota under Tongpal Police Station limits, was done to death at Maoists' ""Jan Adalat"" four days after he was abducted by a group of Maoists from his house on October 15.",2,310191601,Chhattisgarh,Sukma,NA,Kolabkota,Tongpal Police Station limits,Konta assembly constituency,17.945263,81.413078,2016,2016-10-19T00:00:00Z,Security,Armed Assault,None,None,Yes,Civilians,No Target,Police Informer,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A villager, identified as Christopher Giddh (35), was killed during an encounter between the SFs and the CPI-Maoist cadres at Katkahi forest under Chainpur block in Gumla District. Arun Kumar Singh, DIG, Ranchi Range said ""The civilian was not on the side of the Maoists during the encounter. It seems that a stray bullet from the Maoists side hit him."" The SFs also arrested a CPI-Maoist 'zonal commander' identified as Ashok Kumar alias Prasad Lakra and two of his associates from the encounter site.",2,806101501,Jharkhand,Gumla,Chainpur,NA,Katkahi forest under Chainpur block,Gumla,23.902555555555555,86.49261111111112,2015,2015-06-10T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A villager, identified as Christopher Giddh (35), was killed during an encounter between the SFs and the CPI-Maoist cadres at Katkahi forest under Chainpur block in Gumla District. Arun Kumar Singh, DIG, Ranchi Range said ""The civilian was not on the side of the Maoists during the encounter. It seems that a stray bullet from the Maoists side hit him."" The SFs also arrested a CPI-Maoist 'zonal commander' identified as Ashok Kumar alias Prasad Lakra and two of his associates from the encounter site.",2,806101502,Jharkhand,Gumla,Chainpur,NA,Katkahi forest under Chainpur block block,Gumla,23.902555555555555,86.49261111111112,2015,2015-06-10T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,1,2,0,0,0,0,0,0,0
A woman CPI-Maoist cadre surrendered before the Rourkela Police and 19 Batallion of CRPF in Sundargarh District.,2,1410311601,Odisha,Sundargarh,NA,NA,NA,NA,NA,NA,2016,2016-10-31T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,0,1,0,0
A woman CPI-Maoist cadre surrendered before the Rourkela Police and 19 Batallion of CRPF in Sundargarh District.,2,1410311602,Odisha,Sundargarh,NA,NA,NA,NA,NA,NA,2016,2016-10-31T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,0,1,0,0
A woman CPI-Maoist cadre was arrested after a gun battle with the Police at Khadka village forests under Kanker Police Station limits in Kanker District. A rifle and a country-made gun were seized from her.,2,306151502,Chhattisgarh,Kanker,NA,Khadka,Kanker Police Station,Bhanupratappur,20.287027,81.129623,2015,2015-06-15T00:00:00Z,Security,Arrest,Armed Assault,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
A woman CPI-Maoist cadre was arrested after a gun battle with the Police at Khadka village forests under Kanker Police Station limits in Kanker District. A rifle and a country-made gun were seized from her.,2,306151503,Chhattisgarh,Kanker,NA,Khadka,Kanker Police Station,Bhanupratappur,20.287027,81.129623,2015,2015-06-15T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre was killed in a gun battle between SF personnel and the Maoists under Awapalli Police Station limits in Bijapur District of Chhattisgarh. A rifle and several other Maoist related materials, including commodities of daily use, were recovered from the spot encounter spot.",2,311271401,Chhattisgarh,Bijapur,NA,NA,Awapalli,Bijapur,18.760007858,80.9178,2014,2014-11-27T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre was killed in a gun battle between SF personnel and the Maoists under Awapalli Police Station limits in Bijapur District of Chhattisgarh. A rifle and several other Maoist related materials, including commodities of daily use, were recovered from the spot encounter spot.",2,311271402,Chhattisgarh,Bijapur,NA,NA,Awapalli,Bijapur,18.760007858,80.9178,2014,2014-11-27T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre was killed in an encounter near the Hikker forests in the Etapalli division of Gadchiroli District. Police have recovered one rifle, two pittus (back packs) and some Naxal literature from the encounter spot.",2,1212041201,Maharashtra,Gadchiroli,Etapalli,NA,Hikker forests,Aheri,19.5988,80.2269,2012,2012-12-04T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre was killed in an encounter near the Hikker forests in the Etapalli division of Gadchiroli District. Police have recovered one rifle, two pittus (back packs) and some Naxal literature from the encounter spot.",2,1212041202,Maharashtra,Gadchiroli,Etapalli,NA,Hikker forests,Aheri,19.5988,80.2269,2012,2012-12-04T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A woman CPI-Maoist cadre was killed in an encounter with SFs at Chandameta village forest under Darbha Police Station limits in Bastar District of Chhattisgarh. The gun battle also led to the rescue of some villagers held hostage by the Maoists. Bastar's ASP Vijay Pandey said acting on a specific input about some people from Kandanar village being held hostage by the Maoists inside the forest, the joint squad of State Police's District Reserve Group and CRPF was dispatched to carry out searches. While they were cordoning off the forest area near Chandameta the exchange of fire took place. Thereafter, during a search at the spot, the body of a woman Maoist was found. A .315 bore and some .12 bore guns were also recovered. The slain Maoist has been identified as Piso.",2,310071501,Chhattisgarh,Bastar,NA,Chandameta,Darbha Police Station; Kandanar village,Jagdalpur assembly constituency,18.90707,81.864777,2015,2015-10-07T00:00:00Z,Security,Armed Assault,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
